ID,Skills
1201,"SQL, Statistics, Python"
1202,"REST APIs, Git, Docker, Java, Spring Boot, System Design"
1203,"Java, Agile, REST APIs"
1204,"SQL, Tableau"
1205,"System Design"
1206,"Excel, Power BI, Data Cleaning, Tableau, SQL"
1207,"Java, System Design, Docker, REST APIs, Spring Boot"
1208,"Product Roadmap, Stakeholder Management"
1209,"TensorFlow"
1210,"Power BI, Data Cleaning, Tableau"
1211,"MLOps, Cloud, TensorFlow, Computer Vision"
1212,"Python, Statistics, Machine Learning"
1213,"Docker, Java, Git, REST APIs, System Design, Spring Boot"
1214,"Deep Learning, Statistics, Machine Learning, Python"
1215,"User Stories, Scrum, Agile, Product Roadmap"
1216,"Java"
1217,"SQL, Data Cleaning, Reporting"
1218,"Git, REST APIs, Java"
1219,"PyTorch, Computer Vision, Keras, MLOps"
1220,"Data Cleaning, Excel, SQL"
1221,"PyTorch, Cloud, Keras, MLOps, Computer Vision"
1222,"Power BI, Tableau, Excel"
1223,"Java, Spring Boot, Git, REST APIs"
1224,"Agile, REST APIs, Docker, Spring Boot"
1225,"Pandas, SQL, Statistics"
1226,"SQL, Reporting, Power BI, Excel, Tableau"
1227,"SQL, Machine Learning, NLP"
1228,"Scrum, Product Roadmap"
1229,"Agile, Stakeholder Management, User Stories, Scrum"
1230,"Spring Boot, Java, Docker, Agile, Git"
1231,"Machine Learning, NLP, SQL"
1232,"Product Roadmap, Scrum"
1233,"User Stories, Product Roadmap, Stakeholder Management"
1234,"Deep Learning, Python, SQL, Statistics, Machine Learning, NLP, Pandas"
1235,"Agile, Stakeholder Management, Scrum"
1236,"Python, NLP, Statistics, Deep Learning"
1237,"System Design, Spring Boot, Docker, REST APIs"
1238,"Keras, Computer Vision, TensorFlow, Cloud"
1239,"SQL, NLP, Statistics, Deep Learning"
1240,"REST APIs, System Design"
1241,"Deep Learning, Statistics, Machine Learning, Pandas, NLP"
1242,"Reporting, Data Cleaning, Tableau, SQL, Power BI"
1243,"Power BI, SQL, Excel"
1244,"Data Cleaning, Power BI, SQL, Excel, Tableau"
1245,"Power BI, Data Cleaning, SQL, Excel"
1246,"Java, Docker, Agile"
1247,"Scrum, Stakeholder Management, User Stories, Agile, Product Roadmap"
1248,"MLOps, TensorFlow, Cloud, Keras, PyTorch"
1249,"Agile, Scrum, User Stories"
1250,"Agile, System Design, REST APIs, Java, Docker"
1251,"Data Cleaning, Power BI, Excel, Tableau, SQL"
1252,"MLOps, PyTorch, Cloud, Computer Vision, TensorFlow, Python"
1253,"NLP, Deep Learning"
1254,"SQL, Tableau"
1255,"Stakeholder Management, User Stories, Agile, Product Roadmap"
1256,"System Design, Agile, Java, Spring Boot"
1257,"Scrum, Product Roadmap, Agile, User Stories, Stakeholder Management"
1258,"Power BI, SQL, Data Cleaning, Tableau"
1259,"Scrum, Stakeholder Management"
1260,"Machine Learning, Deep Learning, NLP, Python, Pandas, SQL"
1261,"PyTorch, Cloud, Python, Computer Vision, MLOps"
1262,"Power BI, Excel, Data Cleaning, SQL, Reporting"
1263,"MLOps, PyTorch"
1264,"Cloud, Keras, Python, MLOps"
1265,"Statistics, Deep Learning, NLP, Pandas, Python, SQL, Machine Learning"
1266,"Cloud, MLOps"
1267,"Excel, SQL, Reporting, Power BI"
1268,"Docker, Spring Boot, Agile, Java, REST APIs"
1269,"Keras, Computer Vision, Cloud"
1270,"Tableau, SQL, Reporting, Excel"
1271,"REST APIs, Agile"
1272,"Statistics, Python, SQL, Deep Learning, Pandas"
1273,"Deep Learning, Machine Learning"
1274,"Keras, Cloud, Computer Vision, MLOps, Python"
1275,"SQL, Power BI, Reporting, Data Cleaning"
1276,"Reporting, Power BI"
1277,"SQL, Reporting, Power BI"
1278,"Statistics"
1279,"System Design, Spring Boot"
1280,"Python, Statistics, NLP, Deep Learning, SQL, Machine Learning"
1281,"Spring Boot, System Design, Java, Agile, REST APIs"
1282,"SQL, Statistics, Deep Learning"
1283,"NLP, Machine Learning, Deep Learning, Statistics"
1284,"Power BI, Reporting, SQL, Excel"
1285,"Pandas, SQL"
1286,"Agile, Spring Boot, Git, System Design, REST APIs"
1287,"User Stories, Agile, Product Roadmap, Scrum"
1288,"Git, Docker, Spring Boot, System Design"
1289,"Scrum, Agile, User Stories"
1290,"Deep Learning, SQL, Python, Machine Learning"
1291,"Python, PyTorch, MLOps, Keras, Computer Vision"
1292,"TensorFlow, Python, PyTorch, Computer Vision, Keras"
1293,"Statistics, Deep Learning, SQL, Python, Machine Learning"
1294,"NLP, SQL, Python, Deep Learning"
1295,"System Design, Spring Boot, Docker, REST APIs"
1296,"Keras, Cloud, PyTorch, TensorFlow"
1297,"Reporting, Tableau, Excel"
1298,"Python, PyTorch, Cloud, Computer Vision"
1299,"Stakeholder Management, User Stories"
1300,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
1301,"Excel, Tableau, SQL"
1302,"Pandas, Statistics"
1303,"Stakeholder Management, Agile"
1304,"Power BI, Reporting"
1305,"Deep Learning, Python, Statistics, SQL"
1306,"Power BI, Excel, Data Cleaning"
1307,"Scrum, Product Roadmap, Agile, Stakeholder Management"
1308,"Spring Boot, System Design"
1309,"Python, Keras, Cloud, Computer Vision"
1310,"Data Cleaning, Tableau, Power BI"
1311,"Keras"
1312,"Pandas, SQL, NLP"
1313,"Stakeholder Management, Agile"
1314,"Git, Spring Boot, Docker, Agile, System Design, REST APIs"
1315,"Stakeholder Management, User Stories, Scrum"
1316,"Power BI, Excel"
1317,"Agile, System Design, REST APIs, Docker"
1318,"System Design, REST APIs"
1319,"Python, TensorFlow, PyTorch, MLOps, Computer Vision"
1320,"Docker, Git, Java"
1321,"Computer Vision, PyTorch, Python, Keras, TensorFlow"
1322,"NLP, Deep Learning"
1323,"Excel, Power BI, SQL, Tableau"
1324,"Machine Learning, Statistics, NLP, Pandas"
1325,"Pandas, SQL, Deep Learning, Machine Learning"
1326,"Agile, Docker"
1327,"MLOps, Keras"
1328,"Computer Vision, PyTorch, Cloud, Python, Keras"
1329,"Product Roadmap"
1330,"Agile, Stakeholder Management, Product Roadmap"
1331,"NLP, Python"
1332,"NLP, Statistics, Pandas, SQL, Python"
1333,"Agile, Product Roadmap, Stakeholder Management"
1334,"Excel, Power BI, Data Cleaning"
1335,"Docker, REST APIs, Agile"
1336,"MLOps, Cloud, PyTorch, Computer Vision, TensorFlow, Keras"
1337,"Power BI, Reporting, Data Cleaning"
1338,"Reporting, Excel, Tableau, Power BI"
1339,"Product Roadmap, Scrum, Stakeholder Management, User Stories, Agile"
1340,"System Design, Git, REST APIs, Agile"
1341,"Agile, Stakeholder Management, User Stories, Product Roadmap"
1342,"Stakeholder Management, Product Roadmap, Scrum"
1343,"Docker, Agile, Java, REST APIs"
1344,"User Stories, Scrum, Product Roadmap"
1345,"Python, PyTorch, Keras"
1346,"Data Cleaning, SQL, Excel, Tableau"
1347,"Agile, REST APIs, Docker, Git, Spring Boot"
1348,"Tableau, Reporting, SQL, Excel"
1349,"Computer Vision, TensorFlow"
1350,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
1351,"Git, REST APIs, Agile"
1352,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
1353,"Agile, Spring Boot, Docker"
1354,"Keras, PyTorch, Cloud, Computer Vision"
1355,"Product Roadmap, Scrum, Stakeholder Management"
1356,"TensorFlow, Python, MLOps, PyTorch, Cloud, Keras, Computer Vision"
1357,"Python, MLOps, TensorFlow, Computer Vision, Keras"
1358,"Docker, System Design, Agile, Spring Boot"
1359,"Git, System Design, Java, Docker, Agile, REST APIs"
1360,"Product Roadmap, Scrum, Stakeholder Management, Agile, User Stories"
1361,"SQL, Tableau, Excel, Reporting"
1362,"Reporting, SQL, Data Cleaning"
1363,"Deep Learning, Statistics, Machine Learning, NLP, Python, SQL"
1364,"Deep Learning, Pandas, Python, SQL"
1365,"Cloud, Python, MLOps"
1366,"System Design, Docker"
1367,"Deep Learning, Statistics, Pandas, Python, Machine Learning, NLP"
1368,"Product Roadmap, Stakeholder Management, Agile"
1369,"TensorFlow, Cloud"
1370,"Machine Learning, Deep Learning, NLP, SQL, Statistics"
1371,"Python, Statistics"
1372,"MLOps, TensorFlow"
1373,"Computer Vision, MLOps"
1374,"Computer Vision, TensorFlow, Keras, Python, PyTorch"
1375,"NLP, Statistics, Deep Learning, SQL, Machine Learning, Pandas"
1376,"MLOps, Computer Vision, Python"
1377,"Deep Learning, Statistics, SQL, Machine Learning, Python"
1378,"NLP, SQL, Machine Learning, Statistics"
1379,"Tableau, Data Cleaning, Excel"
1380,"Java, Spring Boot, Docker"
1381,"Power BI, SQL, Data Cleaning, Tableau"
1382,"Stakeholder Management, Scrum, Agile"
1383,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
1384,"MLOps, Python, Keras, PyTorch"
1385,"Spring Boot, REST APIs, System Design, Java"
1386,"Excel, SQL, Tableau, Power BI"
1387,"Python, Deep Learning, NLP"
1388,"Git, Docker, Agile"
1389,"Statistics, SQL, Machine Learning"
1390,"Docker, Spring Boot, REST APIs, Java, System Design, Git"
1391,"Deep Learning, Statistics, NLP, Python, Machine Learning"
1392,"Spring Boot, Agile, Java, Docker, REST APIs"
1393,"NLP, Pandas, Deep Learning, Machine Learning, SQL"
1394,"Computer Vision, Python, PyTorch, MLOps"
1395,"TensorFlow, MLOps, Cloud, PyTorch"
1396,"SQL, Excel, Power BI, Data Cleaning, Reporting"
1397,"User Stories, Scrum, Agile, Stakeholder Management, Product Roadmap"
1398,"Spring Boot, Java, REST APIs, Docker, Git"
1399,"Machine Learning, Deep Learning, Statistics, NLP, Pandas"
1400,"REST APIs, Agile, Docker, Git, Java, System Design"
1401,"Pandas, SQL, Deep Learning"
1402,"Deep Learning, Statistics, SQL, Python, Machine Learning"
1403,"Power BI"
1404,"Stakeholder Management, Product Roadmap, Agile"
1405,"NLP, Pandas, Machine Learning"
1406,"Python, Deep Learning, Pandas, Statistics"
1407,"Cloud, Python, Computer Vision, PyTorch, TensorFlow"
1408,"Power BI, SQL, Tableau, Excel"
1409,"Data Cleaning, Reporting"
1410,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
1411,"NLP, Statistics, Deep Learning"
1412,"Python, Computer Vision, MLOps, PyTorch"
1413,"Stakeholder Management, Agile, Product Roadmap, User Stories"
1414,"Java, Docker, System Design, Spring Boot"
1415,"Tableau, Power BI"
1416,"Computer Vision, Keras, Cloud"
1417,"Agile, Product Roadmap, Scrum, User Stories, Stakeholder Management"
1418,"SQL, NLP"
1419,"Statistics, SQL, Deep Learning, Pandas"
1420,"Python, Statistics, Pandas, SQL"
1421,"NLP, SQL, Deep Learning"
1422,"Product Roadmap, Stakeholder Management"
1423,"Scrum, Agile, User Stories, Stakeholder Management"
1424,"MLOps, TensorFlow, Keras"
1425,"Tableau, Power BI, Reporting, Excel"
1426,"Machine Learning, NLP, Statistics, Deep Learning, Python, Pandas"
1427,"Python, TensorFlow, MLOps, PyTorch"
1428,"Stakeholder Management, User Stories"
1429,"Excel"
1430,"Python, Keras, Computer Vision"
1431,"Stakeholder Management, Product Roadmap, Agile, Scrum"
1432,"Statistics, NLP, Machine Learning, Deep Learning"
1433,"Deep Learning, Machine Learning, Python, Statistics, NLP"
1434,"Keras, Computer Vision, MLOps, Python, Cloud"
1435,"Scrum, User Stories, Stakeholder Management, Agile"
1436,"Agile, Stakeholder Management, User Stories"
1437,"Java, Git, Spring Boot"
1438,"User Stories, Agile"
1439,"Scrum, Product Roadmap, Agile"
1440,"Deep Learning, Statistics, SQL, Machine Learning"
1441,"Reporting, Data Cleaning"
1442,"User Stories, Scrum, Agile, Product Roadmap, Stakeholder Management"
1443,"Keras, TensorFlow, Computer Vision, Cloud, MLOps"
1444,"SQL, Power BI, Data Cleaning"
1445,"REST APIs, Git, System Design"
1446,"User Stories, Stakeholder Management, Agile, Scrum"
1447,"Python, Pandas, NLP, Statistics"
1448,"Deep Learning, Machine Learning, SQL"
1449,"Spring Boot, Java, Agile, Docker"
1450,"Agile, Scrum, Stakeholder Management, Product Roadmap, User Stories"
1451,"Scrum, Product Roadmap, Stakeholder Management"
1452,"Cloud, Computer Vision, Keras, PyTorch"
1453,"NLP, Statistics"
1454,"Scrum, User Stories, Agile, Stakeholder Management"
1455,"Scrum, User Stories, Product Roadmap"
1456,"Pandas, SQL, Python, Deep Learning"
1457,"Reporting, SQL, Excel, Power BI, Tableau"
1458,"Python, Pandas"
1459,"Reporting, Excel, Data Cleaning, Tableau"
1460,"Deep Learning, Python, SQL, Pandas"
1461,"User Stories, Scrum, Stakeholder Management, Product Roadmap"
1462,"User Stories, Scrum, Agile"
1463,"Python, TensorFlow, PyTorch, Keras"
1464,"NLP, Pandas, Statistics, Python, Machine Learning"
1465,"NLP, Deep Learning, Python, Pandas"
1466,"NLP, Python, SQL, Statistics, Pandas, Deep Learning"
1467,"Machine Learning, Deep Learning, Statistics"
1468,"TensorFlow, MLOps, Cloud, Python"
1469,"Stakeholder Management, Scrum, Product Roadmap, User Stories"
1470,"Git, System Design, Spring Boot, Agile"
1471,"Python, PyTorch, Cloud, MLOps"
1472,"Python, NLP"
1473,"Excel, Tableau"
1474,"TensorFlow, PyTorch, Computer Vision"
1475,"Keras, MLOps, TensorFlow, Python"
1476,"Python, TensorFlow, Keras, Cloud"
1477,"Product Roadmap, Agile, Scrum"
1478,"Statistics, NLP, Python, Machine Learning"
1479,"REST APIs, Git, System Design"
1480,"NLP, Python, Pandas, Machine Learning, Deep Learning, SQL"
1481,"SQL, Machine Learning, NLP, Statistics"
1482,"System Design, Docker, Spring Boot, Java, Agile"
1483,"Docker, Java, System Design, REST APIs, Spring Boot"
1484,"User Stories, Scrum, Stakeholder Management"
1485,"Docker, System Design, Agile, Git, REST APIs"
1486,"PyTorch, Computer Vision, TensorFlow, Cloud, Python"
1487,"Agile, Git, Spring Boot, Docker, REST APIs"
1488,"SQL, Pandas, NLP, Machine Learning"
1489,"Python, Pandas"
1490,"Power BI, Excel, Tableau"
1491,""
1492,"TensorFlow, Python, PyTorch"
1493,"SQL, Excel, Reporting, Power BI, Data Cleaning, Tableau"
1494,"Cloud, Computer Vision"
1495,"SQL, Power BI, Reporting, Excel"
1496,"MLOps, Keras, Computer Vision, TensorFlow"
1497,"Tableau, SQL, Power BI, Excel"
1498,"TensorFlow, MLOps, Python"
1499,"Product Roadmap, User Stories, Stakeholder Management"
1500,"Agile, Stakeholder Management, Product Roadmap"
1501,"PyTorch, Keras, Python"
1502,"Keras, Cloud, TensorFlow, Python, Computer Vision, PyTorch, MLOps"
1503,"Scrum, Agile, User Stories"
1504,"Stakeholder Management, Scrum, Agile"
1505,"Docker, Java, System Design, REST APIs"
1506,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
1507,"System Design, REST APIs, Docker, Git"
1508,"Tableau, Data Cleaning, Excel, Reporting, SQL"
1509,"Keras, Computer Vision, TensorFlow, PyTorch"
1510,"Agile, Product Roadmap, User Stories"
1511,"REST APIs, Git, System Design, Docker, Spring Boot"
1512,"Python, Computer Vision, Cloud, Keras"
1513,"Deep Learning, Python, NLP, Statistics"
1514,"TensorFlow, Keras, MLOps, Python, Cloud"
1515,"Product Roadmap, Agile, Scrum, User Stories, Stakeholder Management"
1516,"Stakeholder Management, Product Roadmap, Scrum"
1517,"System Design, Git, Docker, Agile"
1518,"Cloud, PyTorch, TensorFlow, Computer Vision"
1519,"Reporting, Power BI, Data Cleaning, Tableau, Excel"
1520,"Product Roadmap, Stakeholder Management, Scrum"
1521,"TensorFlow, Keras, MLOps, PyTorch, Python"
1522,"Docker, Spring Boot, Agile, System Design, Git"
1523,"Tableau, Power BI, Reporting, SQL, Data Cleaning"
1524,"Product Roadmap, User Stories, Stakeholder Management"
1525,"Deep Learning, Machine Learning, Python, Statistics"
1526,"Spring Boot, Docker, System Design"
1527,"Python, NLP, Machine Learning, Pandas, Statistics"
1528,"Agile, Product Roadmap, Stakeholder Management, User Stories"
1529,"Power BI"
1530,"TensorFlow, Keras, Cloud, PyTorch"
1531,"Statistics, Python, Machine Learning, Deep Learning, NLP, Pandas"
1532,"Product Roadmap, Agile"
1533,"Keras, Cloud, MLOps"
1534,"User Stories, Stakeholder Management"
1535,"SQL, Data Cleaning, Reporting, Power BI, Excel"
1536,"Machine Learning, Pandas, NLP, Statistics"
1537,"Pandas, Deep Learning, Python, Machine Learning, SQL, Statistics"
1538,"Keras, TensorFlow, Cloud, Computer Vision, PyTorch, Python"
1539,"Statistics, Python"
1540,"NLP, SQL, Pandas, Machine Learning, Python"
1541,"SQL, NLP, Machine Learning, Pandas"
1542,"Python, Cloud, TensorFlow, Keras"
1543,"Computer Vision, Cloud"
1544,"Stakeholder Management, Agile, User Stories"
1545,"PyTorch, Cloud, Computer Vision"
1546,"Reporting"
1547,"Tableau, Reporting, Data Cleaning, SQL, Power BI"
1548,"Agile, Stakeholder Management, User Stories"
1549,"Scrum, Product Roadmap, User Stories, Stakeholder Management"
1550,"Excel, SQL, Reporting, Data Cleaning, Power BI, Tableau"
1551,"SQL, Deep Learning, NLP, Machine Learning, Python, Pandas"
1552,"PyTorch, Python, TensorFlow, Keras, Computer Vision"
1553,"Agile, Product Roadmap"
1554,"Pandas, Machine Learning, Python, SQL"
1555,"TensorFlow, PyTorch, Cloud, Keras"
1556,"Keras, PyTorch, Cloud, MLOps, Computer Vision"
1557,"TensorFlow, MLOps, Computer Vision, Cloud, Python, Keras"
1558,"Deep Learning, Python, SQL, Statistics"
1559,"Data Cleaning, Power BI, Excel, Reporting, SQL"
1560,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
1561,"MLOps, TensorFlow, Computer Vision, Cloud"
1562,"Excel, Tableau, Reporting, Data Cleaning, SQL"
1563,"Python, Machine Learning"
1564,"Data Cleaning, Excel, Reporting, Power BI"
1565,"NLP, Python, Deep Learning, SQL"
1566,"Java, Spring Boot, Git, Docker"
1567,"Spring Boot, Docker, System Design, Agile, Java"
1568,"Cloud"
1569,"Excel, Reporting, Data Cleaning, Tableau, SQL"
1570,"Statistics, NLP, Pandas, Python"
1571,"Docker, System Design"
1572,"Cloud, Computer Vision, Python, MLOps"
1573,"User Stories, Agile, Stakeholder Management, Scrum, Product Roadmap"
1574,"PyTorch, Keras, Computer Vision, TensorFlow"
1575,"User Stories, Stakeholder Management, Agile, Scrum"
1576,"Java, Git"
1577,"Keras, Computer Vision"
1578,"Pandas, Deep Learning"
1579,"REST APIs, Agile"
1580,"Agile, User Stories, Stakeholder Management, Scrum, Product Roadmap"
1581,"Tableau, Data Cleaning, Excel, Reporting, Power BI"
1582,"Python, MLOps, TensorFlow, Computer Vision"
1583,"Agile, Stakeholder Management, Scrum, User Stories, Product Roadmap"
1584,"TensorFlow, PyTorch"
1585,"Keras, PyTorch, TensorFlow, MLOps, Cloud"
1586,"Power BI, Tableau"
1587,"Statistics, Deep Learning, Machine Learning"
1588,"TensorFlow, Computer Vision, Python, MLOps"
1589,"Java, Spring Boot, Docker"
1590,"Cloud, TensorFlow, MLOps, Keras, Computer Vision"
1591,"Reporting, Excel, Data Cleaning, Tableau"
1592,"Agile, Stakeholder Management"
1593,"Power BI, SQL"
1594,"Product Roadmap"
1595,"Statistics, Pandas"
1596,"Keras, TensorFlow"
1597,"Java, Docker, REST APIs, Agile"
1598,"Python, Machine Learning"
1599,"User Stories, Scrum, Product Roadmap"
1600,"Docker, Spring Boot"
1601,"Keras, Cloud, MLOps, PyTorch"
1602,"Spring Boot, System Design, Docker"
1603,"Agile, Java, Git, System Design"
1604,"SQL, Machine Learning, Statistics"
1605,"PyTorch, Computer Vision, TensorFlow, Python, Cloud"
1606,"Docker, System Design, Agile"
1607,"Excel, Tableau"
1608,"Java, Agile, Git, Docker, Spring Boot, REST APIs"
1609,"Machine Learning, NLP, Pandas, Deep Learning, SQL"
1610,"Product Roadmap"
1611,"TensorFlow, Python, MLOps"
1612,"PyTorch, Cloud, Python"
1613,"User Stories, Scrum"
1614,"Tableau"
1615,"Data Cleaning, Tableau, Power BI"
1616,"REST APIs, Agile, Spring Boot"
1617,"REST APIs, Git, System Design, Agile, Java"
1618,"User Stories, Product Roadmap, Stakeholder Management"
1619,"SQL, Deep Learning, Machine Learning"
1620,"Reporting"
1621,"Scrum, Agile, User Stories, Stakeholder Management"
1622,"Cloud, Computer Vision, Keras, TensorFlow"
1623,"Tableau, Data Cleaning, Excel"
1624,"Cloud, PyTorch, TensorFlow, MLOps, Python"
1625,"Stakeholder Management, Product Roadmap, User Stories"
1626,"System Design, Spring Boot, Git"
1627,"SQL, Machine Learning, Deep Learning, Python"
1628,"Data Cleaning, Excel, Power BI, Reporting, SQL, Tableau"
1629,"Java, REST APIs, System Design, Agile"
1630,"Reporting, Data Cleaning, Excel"
1631,"SQL, Excel, Tableau, Power BI"
1632,"TensorFlow, Python, Computer Vision, PyTorch, Cloud"
1633,"Stakeholder Management, Scrum, Product Roadmap"
1634,"Pandas, Python, NLP"
1635,"Agile, Product Roadmap, Scrum, User Stories, Stakeholder Management"
1636,"Reporting, SQL"
1637,"Python, TensorFlow"
1638,"TensorFlow, Computer Vision, MLOps, PyTorch, Keras"
1639,"Data Cleaning, Reporting, Tableau, Power BI"
1640,"SQL, Excel, Power BI"
1641,"Spring Boot, Java"
1642,"Stakeholder Management, User Stories, Product Roadmap, Scrum, Agile"
1643,"MLOps, TensorFlow, Keras, Cloud, Computer Vision"
1644,"TensorFlow, Computer Vision, PyTorch, MLOps"
1645,"Data Cleaning, Power BI"
1646,"REST APIs, Git, Docker, Spring Boot"
1647,"Machine Learning, SQL, Python"
1648,"SQL, Tableau, Excel"
1649,"Keras, Cloud, PyTorch, Computer Vision, TensorFlow"
1650,"SQL"
1651,"User Stories, Stakeholder Management, Product Roadmap, Agile, Scrum"
1652,"SQL, Statistics, Machine Learning, Python, NLP, Pandas"
1653,"Docker, REST APIs, Java, Spring Boot"
1654,"Tableau, Excel, Power BI, Data Cleaning"
1655,"User Stories, Product Roadmap"
1656,"TensorFlow, Keras, PyTorch, Cloud, Computer Vision"
1657,"Cloud, Computer Vision"
1658,"Cloud, Keras, Computer Vision, Python"
1659,"Data Cleaning, Excel"
1660,"Python, Keras, Cloud, MLOps"
1661,"User Stories, Stakeholder Management, Agile, Scrum"
1662,"Stakeholder Management, Scrum, User Stories, Product Roadmap, Agile"
1663,"Git, Agile, Docker, REST APIs, Java"
1664,"Python, TensorFlow, PyTorch, Keras"
1665,"REST APIs, Agile"
1666,"Scrum, User Stories"
1667,"Statistics, Pandas, NLP, Python"
1668,"Statistics, NLP, Deep Learning, Python, Pandas"
1669,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
1670,"System Design, Java, Docker"
1671,"SQL, Pandas, Machine Learning"
1672,"Computer Vision, MLOps, Cloud, Keras"
1673,"Stakeholder Management, Agile"
1674,"Machine Learning, Pandas, Statistics, Python, Deep Learning, SQL"
1675,"Product Roadmap, Agile, Scrum"
1676,"Java, Git, REST APIs"
1677,"PyTorch, Keras, Cloud, Computer Vision"
1678,"Power BI, Data Cleaning, Tableau"
1679,"SQL, Power BI, Tableau, Reporting, Excel"
1680,"Agile, Product Roadmap, User Stories"
1681,"Product Roadmap, Stakeholder Management, Agile, Scrum, User Stories"
1682,"Tableau, Excel, SQL"
1683,"Stakeholder Management, User Stories, Scrum"
1684,"Docker, Spring Boot, Git, Java"
1685,"Python, MLOps, Keras, TensorFlow, Computer Vision"
1686,"Statistics, Deep Learning"
1687,"Excel, Power BI, SQL, Tableau"
1688,"Python, SQL, Pandas, Machine Learning, NLP"
1689,"Scrum, User Stories, Product Roadmap"
1690,"Agile, REST APIs, Java, Git, Docker"
1691,"Reporting"
1692,"Java, Agile"
1693,"Computer Vision, MLOps"
1694,"Power BI, Data Cleaning, SQL, Excel"
1695,"System Design, REST APIs"
1696,"Excel, Power BI, Data Cleaning, SQL, Tableau"
1697,"User Stories, Stakeholder Management, Scrum"
1698,"NLP, Python, Statistics"
1699,"Python, Pandas, Statistics, SQL, Deep Learning, NLP"
1700,"Reporting, Tableau, Data Cleaning"
1701,"Data Cleaning, Excel, Power BI, Reporting"
1702,"Agile, Java"
1703,"Cloud, Keras, Computer Vision"
1704,"Reporting, Data Cleaning, Excel, Power BI, Tableau, SQL"
1705,"Docker, System Design, Java, Spring Boot"
1706,"Cloud, Keras, PyTorch, Python, TensorFlow"
1707,"Pandas, Machine Learning, NLP, Deep Learning, SQL, Statistics"
1708,"Cloud, Python, Computer Vision, TensorFlow"
1709,"Pandas"
1710,"User Stories, Product Roadmap, Agile"
1711,"Reporting, Excel, Tableau, SQL"
1712,"Statistics, Machine Learning"
1713,"Computer Vision, PyTorch, Keras, Python"
1714,"Pandas, SQL, Python"
1715,"Stakeholder Management, Agile, User Stories"
1716,"User Stories, Stakeholder Management"
1717,"SQL, Data Cleaning, Power BI, Excel"
1718,"Pandas, Python, Deep Learning"
1719,"SQL, Python, Machine Learning, Deep Learning, NLP"
1720,"Git, REST APIs, Docker, System Design, Spring Boot, Java"
1721,"SQL, Data Cleaning"
1722,"Deep Learning, Pandas, SQL"
1723,"System Design, Docker, Agile, Java"
1724,"Product Roadmap, Scrum"
1725,"Scrum"
1726,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
1727,"Python, Keras, TensorFlow, Cloud, Computer Vision, MLOps"
1728,"Statistics, NLP, Machine Learning, SQL"
1729,"REST APIs, System Design, Agile, Docker, Spring Boot"
1730,"Excel, Tableau, Power BI, SQL, Reporting"
1731,"Machine Learning, SQL, NLP, Statistics, Deep Learning"
1732,"Statistics, SQL"
1733,"Git, Spring Boot, Java"
1734,"User Stories, Agile, Product Roadmap, Stakeholder Management, Scrum"
1735,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
1736,"Product Roadmap, Stakeholder Management, Scrum, Agile, User Stories"
1737,"Keras, TensorFlow, MLOps, Cloud"
1738,"Agile, Stakeholder Management, Scrum, Product Roadmap"
1739,"REST APIs, Agile"
1740,"Spring Boot, REST APIs, Git"
1741,"Computer Vision, Python, TensorFlow, PyTorch"
1742,"Statistics, Machine Learning, Pandas, SQL, Python, NLP"
1743,"Spring Boot, Docker, Java, Agile"
1744,"Git, Agile, Java"
1745,"Statistics, NLP, Machine Learning, Pandas"
1746,"Python, Machine Learning, Pandas, Statistics"
1747,"Spring Boot, Agile, System Design, Java"
1748,"Java, Spring Boot"
1749,"Python, Deep Learning"
1750,"Machine Learning, Deep Learning, NLP, Pandas, Python"
1751,"Agile, System Design, Git"
1752,"Agile, Git"
1753,"User Stories, Scrum, Product Roadmap"
1754,"Computer Vision, TensorFlow, PyTorch, MLOps, Keras"
1755,"Machine Learning, Python"
1756,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
1757,"Excel, Reporting, Tableau, SQL"
1758,"MLOps, Keras, TensorFlow"
1759,"Scrum, Stakeholder Management"
1760,"Data Cleaning, Power BI, Reporting"
1761,"MLOps, Computer Vision, Keras, TensorFlow, Cloud"
1762,"Java, Docker, Git"
1763,"User Stories, Agile, Stakeholder Management, Product Roadmap"
1764,"Tableau, Data Cleaning, Reporting"
1765,"Spring Boot, REST APIs, Java"
1766,"NLP, Machine Learning, Python"
1767,"System Design, Agile, REST APIs"
1768,"Product Roadmap, Agile"
1769,"Excel, Data Cleaning, Power BI, Reporting"
1770,"PyTorch, Keras, Cloud, Python, MLOps"
1771,"Data Cleaning"
1772,"Tableau, Reporting, SQL, Excel, Data Cleaning"
1773,"Scrum"
1774,"Data Cleaning, Reporting"
1775,"Stakeholder Management, Scrum"
1776,"Spring Boot, Docker, REST APIs, Agile, Git, Java"
1777,"Agile, System Design"
1778,"SQL, Pandas, Statistics, Machine Learning"
1779,"Product Roadmap"
